timestamp, ts, flux, flux_error, photon_index, photon_index_interval, fit_tolerance, fit_convergence, reasons_for_removal
308275201, 15.17, 2.51e-07, 1.5e-07, 4.84, 0.16, 1e-08, 1, non_zero_quality
341971201, 12.91, 1.91e-07, 5.7e-08, 3.85, 1.33, 1e-08, 102, non_zero_quality
362707201, 7.66, 1.41e-07, 5.69e-08, 5.0, 0, 1e-08, 1, non_zero_quality||spectral_index_error_too_small
380851201, 16.56, 2.06e-07, 5.7e-08, 3.73, 1.19, 1e-08, 102, non_zero_quality
386035201, 11.42, 1.83e-07, 5.8e-08, 3.78, 1.42, 1e-08, 102, non_zero_quality
388627201, 10.7, 1.59e-07, 6.11e-07, 4.84, 2.63, 1e-08, 1, non_zero_quality
391219201, 11.58, 2.23e-07, 1.92e-06, 3.79, 1.41, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
430099201, 4.07, 1.18e-07, 6.39e-08, 5.0, 0, 1e-08, 0, spectral_index_error_too_small
435283201, 2.58, 9.28e-08, 6.24e-08, 5.0, 0, 1e-08, 0, spectral_index_error_too_small
445651201, 34.89, 3.19e-07, 5.7e-08, 3.98, 0.81, 1e-08, 102, non_zero_quality
458611201, 26.67, 2.42e-07, 5e-08, 5.0, 0, 1e-08, 0, spectral_index_error_too_small
471571201, 29.65, 2.58e-07, 5e-08, 4.22, 0.86, 1e-08, 102, non_zero_quality
526003201, 6.03, 1.2e-07, 5.13e-08, 4.59, 1.84, 1e-08, 102, non_zero_quality
704851201, 7.11, 1.93e-07, 8.1e-08, 5.0, 0, 1e-08, 0, spectral_index_error_too_small
