timestamp, ts, flux, flux_error, photon_index, photon_index_interval, fit_tolerance, fit_convergence, reasons_for_removal
240494401, 1.16, 3.55e-08, 3.47e-08, 5.49, 7.57, 1e-08, 102, non_zero_quality
241099201, 5.3, 7.68e-08, 4.03e-08, 6.02, 3.85, 1e-08, 102, non_zero_quality
244123201, 6.03, 1.28e-07, 6.11e-08, 4.65, 3.7, 1e-08, 102, non_zero_quality
261662401, 2.86, 5.83e-08, 3.71e-08, 7.92, 4.92, 1e-08, 102, non_zero_quality
262872001, 6.19, 1.32e-07, 6.2e-08, 5.45, 3.56, 1e-08, 102, non_zero_quality
284644801, 2.24, 5.09e-08, 3.47e-08, 5.87, 5.37, 1e-08, 102, non_zero_quality
291297601, 4.49, 5.92e-08, 3.18e-08, 3.76, 4.51, 1e-08, 102, non_zero_quality
296740801, 2.31, 5.09e-08, 3.67e-08, 4.26, 5.82, 1e-08, 102, non_zero_quality
301579201, 1.44, 4.9e-08, 4.3e-08, 4.81, 6.73, 1e-08, 102, non_zero_quality
302184001, 4.18, 6.69e-08, 3.63e-08, 5.93, 4.21, 1e-08, 102, non_zero_quality
317908801, 2.25, 4.82e-08, 3.46e-08, 4.34, 5.86, 1e-08, 102, non_zero_quality
318513601, 1.33, 3.11e-08, 3.44e-07, 9.51, 5.93, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
324561601, 1.3, 7.06e-08, 7.26e-08, 8.76, 8.1, 1e-08, 102, non_zero_quality
330609601, 4.11, 5.85e-08, 3.32e-08, 8.63, 4.3, 1e-08, 102, non_zero_quality
331819201, 3.23, 5.68e-08, 3.5e-08, 7.16, 4.73, 1e-08, 102, non_zero_quality
333028801, 2.08, 4.85e-08, 3.67e-08, 4.46, 5.97, 1e-08, 102, non_zero_quality
335448001, 2.71, 4.32e-08, 3.95e-07, 8.29, 2.44, 1e-08, 0, outlier_in_relative_flux
339076801, 2.75, 4.65e-08, 4.11e-07, 9.71, 4.75, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
341496001, 4.68, 5e-08, 3.66e-07, 9.75, 3.92, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
345729601, 9.38, 1.2e-07, 4.71e-08, 5.86, 2.87, 1e-08, 102, non_zero_quality
354196801, 1.67, 3.25e-08, 2.97e-08, 9.39, 6.57, 1e-08, 102, non_zero_quality
362664001, 3.97, 6.4e-08, 3.61e-08, 7.12, 4.26, 1e-08, 102, non_zero_quality
369921601, 3.03, 5.12e-08, 3.54e-08, 6.52, 4.96, 1e-08, 102, non_zero_quality
374760001, 3.55, 6.2e-08, 3.78e-08, 3.93, 4.87, 1e-08, 102, non_zero_quality
377179201, 14.68, 9.91e-08, 3.4e-08, 6.87, 2.52, 1e-08, 102, non_zero_quality
395928001, 1.64, 4.19e-08, 3.45e-08, 5.38, 6.49, 1e-08, 102, non_zero_quality
403790401, 5.47, 9.59e-08, 5.19e-08, 5.16, 4.13, 1e-08, 102, non_zero_quality
408024001, 14.17, 1.01e-07, 4.53e-08, 3.39, 2.84, 1e-08, 102, non_zero_quality
423144001, 6.27, 8.26e-08, 3.65e-08, 6.8, 3.38, 1e-08, 102, non_zero_quality
