timestamp, ts, flux, flux_error, photon_index, photon_index_interval, fit_tolerance, fit_convergence, reasons_for_removal
253843201, 1.96, 1.64e-08, 1.15e-08, 6.68, 5.7, 1e-08, 102, non_zero_quality
282355201, 10.94, 5.42e-08, 1.88e-08, 3.88, 2.9, 1e-08, 102, non_zero_quality
290131201, 3.22, 2.17e-08, 1.22e-08, 5.48, 4.59, 1e-08, 102, non_zero_quality
308275201, 1.23, 1.13e-08, 1.02e-07, 8.04, 5.04, 1e-08, 102, non_zero_quality
344563201, 6.36, 3.61e-08, 1.54e-08, 4.16, 3.63, 1e-08, 102, non_zero_quality
370483201, 1.34, 2.34e-08, 2.05e-08, 5.35, 6.8, 1e-08, 102, non_zero_quality
380851201, 8.5, 5.01e-08, 1.78e-08, 4.39, 3.14, 1e-08, 102, non_zero_quality
409363201, 7.1, 3.62e-08, 1.54e-08, 5.43, 3.18, 1e-08, 102, non_zero_quality
437875201, 1.53, 1.65e-08, 1.53e-08, 7.66, 6.61, 1e-08, 102, non_zero_quality
453427201, 3.45, 3.36e-08, 1.96e-08, 8.0, 4.46, 1e-08, 102, non_zero_quality
463795201, 8.48, 3.47e-08, 6.91e-08, 3.05, 4.75, 1e-08, 102, non_zero_quality
484531201, 2.1, 2.61e-08, 1.92e-08, 4.8, 5.67, 1e-08, 102, non_zero_quality
518227201, 3.0, 3.51e-08, 2.17e-08, 5.67, 4.84, 1e-08, 102, non_zero_quality
544147201, 6.46, 1.15e-07, 5.1e-08, 5.2, 3.6, 1e-08, 102, non_zero_quality
653011201, 1.3, 1.66e-08, 4.37e-07, 7.54, 7.24, 1e-08, 102, non_zero_quality
