timestamp, ts, flux, flux_error, photon_index, photon_index_interval, fit_tolerance, fit_convergence, reasons_for_removal
245937601, 1.31, 3.41e-08, 1.25e-07, 2.92, 10.1, 1e-08, 102, non_zero_quality
246715201, 5.41, 1.24e-07, 1.91e-06, 6.8, 3.63, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
247233601, 2.34, 7.59e-08, 5.9e-08, 6.75, 5.14, 1e-08, 102, non_zero_quality
248788801, 1.96, 4.69e-08, 5.6e-08, 3.27, 6.68, 1e-08, 102, non_zero_quality
249307201, 1.71, 4.51e-08, 4.15e-08, 4.86, 6, 1e-08, 102, non_zero_quality
256564801, 5.91, 1.04e-07, 5.77e-08, 6.39, 3.63, 1e-08, 102, non_zero_quality
262008001, 3.45, 8.6e-08, 5.68e-08, 4.22, 4.47, 1e-08, 102, non_zero_quality
264081601, 2.63, 7.08e-08, 5.14e-08, 6.51, 4.62, 1e-08, 102, non_zero_quality
265896001, 2.61, 9.45e-08, 1.88e-06, 4.8, 4.9, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
297000001, 1.93, 6.43e-08, 5.47e-08, 4.05, 5.99, 1e-08, 102, non_zero_quality
298555201, 4.85, 1.57e-07, 1.22e-06, 9.07, 3.66, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
309700801, 3.72, 6.74e-08, 4.25e-08, 3.88, 4.33, 1e-08, 102, non_zero_quality
319550401, 1.03, 4.13e-08, 4.23e-08, 7.48, 6.93, 1e-08, 102, non_zero_quality
342878401, 4.96, 1.03e-07, 6.08e-08, 3.9, 3.76, 1e-08, 102, non_zero_quality
352728001, 3.55, 1.44e-07, 9.38e-08, 6.0, 4.29, 1e-08, 102, non_zero_quality
359985601, 4.57, 8.16e-08, 4.86e-08, 5.1, 3.73, 1e-08, 102, non_zero_quality
365428801, 4.93, 9.69e-08, 5.11e-08, 4.22, 3.63, 1e-08, 102, non_zero_quality
366984001, 1.6, 9.11e-08, 1.03e-07, 3.82, 6.67, 1e-08, 102, non_zero_quality
371131201, 1.4, 6.23e-08, 6.16e-08, 4.07, 7, 1e-08, 102, non_zero_quality
372427201, 1.01, 6.07e-08, 6.64e-08, 4.01, 7.92, 1e-08, 102, non_zero_quality
372945601, 1.19, 5e-08, 5.12e-08, 3.87, 7.48, 1e-08, 102, non_zero_quality
373204801, 4.27, 8.6e-08, 5.43e-08, 3.99, 4.25, 1e-08, 102, non_zero_quality
377870401, 3.45, 7.38e-08, 4.74e-08, 5.97, 4.36, 1e-08, 102, non_zero_quality
378648001, 1.17, 3.64e-08, 3.96e-08, 3.98, 7.34, 1e-08, 102, non_zero_quality
379166401, 6.85, 8.74e-08, 4.94e-08, 3.48, 3.55, 1e-08, 102, non_zero_quality
385905601, 4.05, 1.28e-07, 8.02e-08, 7.68, 4.04, 1e-08, 102, non_zero_quality
389275201, 2.97, 7e-08, 5.3e-08, 3.4, 5.46, 1e-08, 102, non_zero_quality
390571201, 1.82, 2.95e-07, 2.61e-07, 6.88, 5.55, 1e-08, 102, non_zero_quality
392904001, 4.63, 5.24e-08, 7.46e-07, 8.53, 3.3, 1e-08, 0, outlier_in_relative_flux
398865601, 4.13, 2.53e-09, 2.67e-09, 0.0, 0, 1e-08, 0, spectral_index_error_too_small
405604801, 2.42, 9.28e-08, 7.12e-08, 4.07, 5.19, 1e-08, 102, non_zero_quality
408456001, 5.99, 1.71e-07, 9.01e-08, 4.39, 3.63, 1e-08, 102, non_zero_quality
410011201, 3.48, 1.11e-07, 7.63e-07, 8.91, 3.21, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
414158401, 3.84, 1.33e-07, 8.68e-08, 5.17, 4.38, 1e-08, 102, non_zero_quality
414936001, 1.79, 8.86e-08, 7.76e-08, 4.76, 6.3, 1e-08, 102, non_zero_quality
415972801, 3.11, 6.94e-08, 5.34e-08, 6.5, 4.94, 1e-08, 102, non_zero_quality
420897601, 2.84, 6.15e-08, 4.44e-08, 3.79, 5.04, 1e-08, 102, non_zero_quality
421934401, 4.06, 1.18e-07, 7.19e-08, 3.85, 4.15, 1e-08, 102, non_zero_quality
430747201, 1.0, NaN, NaN, NaN, NaN, 1e-08, 0, missing_flux||missing_flux_error
432561601, 3.54, 1.43e-07, 1.09e-07, 3.79, 4.56, 1e-08, 102, non_zero_quality
436190401, 3.12, 1.84e-07, 1.77e-07, 3.71, 4.96, 1e-08, 102, non_zero_quality
439819201, 5.19, 1.17e-07, 6.69e-08, 4.06, 3.98, 1e-08, 102, non_zero_quality
447076801, 4.44, 8.12e-08, 4.89e-08, 6.31, 3.76, 1e-08, 102, non_zero_quality
456148801, 1.48, 5.99e-08, 5.63e-08, 3.48, 6.79, 1e-08, 102, non_zero_quality
456408001, 4.75, 9.45e-08, 5.53e-08, 5.08, 3.88, 1e-08, 102, non_zero_quality
457444801, 1.73, 6.16e-08, 5.13e-08, 4.17, 5.7, 1e-08, 102, non_zero_quality
468331201, 5.96, 1.82e-07, 9.88e-08, 5.01, 3.57, 1e-08, 102, non_zero_quality
470404801, 2.56, 5.62e-08, 4.02e-08, 4.05, 5.01, 1e-08, 102, non_zero_quality
473774401, 3.84, 9.88e-08, 6.12e-08, 4.35, 4.28, 1e-08, 102, non_zero_quality
486734401, 4.19, 1.07e-07, 6.62e-08, 6.06, 4.24, 1e-08, 102, non_zero_quality
510062401, 7.87, 2e-07, 9e-08, 4.84, 3, 1e-08, 102, non_zero_quality
528984001, 4.21, 8.16e-08, 4.92e-08, 5.13, 4.01, 1e-08, 102, non_zero_quality
530798401, 2.85, 6.5e-08, 4.89e-08, 4.04, 4.74, 1e-08, 102, non_zero_quality
540129601, 3.32, 8.85e-08, 5.56e-08, 6.88, 4.26, 1e-08, 102, non_zero_quality
540648001, 2.55, 8.18e-08, 5.93e-08, 5.15, 5.05, 1e-08, 102, non_zero_quality
541425601, 2.72, 1.23e-07, 2.29e-06, 4.74, 4.2, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
548942401, 1.21, 3.25e-08, 3.34e-08, 3.43, 7.58, 1e-08, 102, non_zero_quality
552052801, 1.25, 3.3e-08, 3.24e-08, 3.29, 6.96, 1e-08, 102, non_zero_quality
552571201, 3.51, 8.91e-08, 5.47e-08, 6.34, 4.24, 1e-08, 102, non_zero_quality
552830401, 3.71, 1.72e-07, 1.14e-07, 6.34, 4.35, 1e-08, 102, non_zero_quality
556977601, 8.79, 122.0, 0, 10.0, 0, 1e-08, 0, zero_flux_error||spectral_index_error_too_small
560865601, 6.92, 8.12e-08, 3.76e-08, 4.58, 3.18, 1e-08, 102, non_zero_quality
567345601, 8.01, 1.38e-07, 6e-08, 5.01, 2.87, 1e-08, 102, non_zero_quality
570456001, 27.38, 122.0, 0, 10.0, 0, 1e-08, 0, zero_flux_error||spectral_index_error_too_small
577972801, 2.42, 8.87e-08, 6.24e-08, 6.67, 4.82, 1e-08, 102, non_zero_quality
580564801, 3.28, 6.27e-08, 3.84e-08, 4.67, 4.28, 1e-08, 102, non_zero_quality
580824001, 2.34, 3.94e-08, 4.01e-07, 8.43, 4.79, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
584452801, 9.51, 1.88e-07, 9.28e-08, 4.37, 3.29, 1e-08, 102, non_zero_quality
598968001, 1.46, 4.79e-08, 4.66e-08, 3.82, 6.61, 1e-08, 102, non_zero_quality
618148801, 5.15, 1.34e-07, 7.22e-08, 3.75, 3.78, 1e-08, 102, non_zero_quality
621259201, 100.5, 122.0, 0, 10.0, 0, 1e-08, 0, zero_flux_error||spectral_index_error_too_small
625924801, 1.91, 4.18e-08, 3.34e-08, 4.18, 5.75, 1e-08, 102, non_zero_quality
627220801, 1.22, 4.34e-08, 4.78e-08, 4.07, 7.17, 1e-08, 102, non_zero_quality
629294401, 1.31, 5.16e-08, 4.78e-08, 6.12, 6.43, 1e-08, 102, non_zero_quality
631886401, 1.59, 8.28e-08, 7.64e-08, 6.26, 6.15, 1e-08, 102, non_zero_quality
632664001, 4.22, 1.61e-07, 9.62e-08, 4.49, 3.97, 1e-08, 102, non_zero_quality
641476801, 2.66, 8.06e-08, 5.54e-08, 4.88, 4.78, 1e-08, 102, non_zero_quality
643809601, 2.98, 6.22e-08, 4.26e-08, 4.03, 4.77, 1e-08, 102, non_zero_quality
644587201, 3.72, 7.17e-08, 4.33e-08, 5.32, 4.06, 1e-08, 102, non_zero_quality
647956801, 3.17, 6.29e-08, 5.55e-07, 8.65, 4.14, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
648993601, 3.09, 2.21e-07, 1.64e-07, 5.6, 4.72, 1e-08, 102, non_zero_quality
657028801, 3.44, 7.26e-08, 4.46e-08, 5.23, 4.31, 1e-08, 102, non_zero_quality
662212801, 4.28, 9.62e-08, 5.57e-08, 6.3, 3.74, 1e-08, 102, non_zero_quality
666360001, 3.31, 8.52e-08, 5.77e-08, 3.92, 4.96, 1e-08, 102, non_zero_quality
670248001, 3.12, 9.79e-08, 6.73e-08, 4.04, 4.68, 1e-08, 102, non_zero_quality
671544001, 3.55, 6.57e-08, 4.04e-08, 6.24, 4.17, 1e-08, 102, non_zero_quality
676468801, 9.93, 1.05e-07, 4.49e-08, 7.91, 2.85, 1e-08, 102, non_zero_quality
683726401, 5.21, 1.35e-07, 9.21e-08, 3.9, 3.93, 1e-08, 102, non_zero_quality
686059201, 2.12, 5.06e-08, 4.14e-08, 6.08, 5.26, 1e-08, 102, non_zero_quality
686577601, 2.15, 6.52e-08, 5.08e-08, 4.63, 5.46, 1e-08, 102, non_zero_quality
688392001, 1.37, 6.1e-08, 5.82e-08, 4.36, 6.65, 1e-08, 102, non_zero_quality
690206401, 1.27, 3.41e-08, 4.11e-08, 3.86, 7.34, 1e-08, 102, non_zero_quality
691761601, 1.72, 4.98e-08, 5.1e-08, 10.0, 0, 1e-08, 1, non_zero_quality||spectral_index_error_too_small
692020801, 5.4, 1.79e-07, 1e-07, 5.56, 3.78, 1e-08, 102, non_zero_quality
698500801, 192.2, 12200.0, 0, 10.0, 0, 1e-08, 0, zero_flux_error||spectral_index_error_too_small
707054401, 1.92, 6.45e-08, 5.04e-08, 6.0, 5.4, 1e-08, 102, non_zero_quality
729086401, 2.98, 1e-07, 7.13e-08, 10.0, 0, 1e-08, 0, spectral_index_error_too_small
730900801, 490.8, 12200.0, 0, 10.0, 0, 1e-08, 0, zero_flux_error||spectral_index_error_too_small
736344001, 1.26, 3.53e-08, 4.18e-08, 3.39, 7.58, 1e-08, 102, non_zero_quality
