timestamp, ts, flux, flux_error, photon_index, photon_index_interval, fit_tolerance, fit_convergence, reasons_for_removal
241272001, 1.5, 7.67e-08, 6.82e-08, 4.98, 3.84, 1e-08, 102, non_zero_quality
243864001, 1.38, 9.37e-08, 8.92e-08, 3.94, 4.24, 1e-08, 102, non_zero_quality
247492801, 2.21, 1.08e-07, 7.51e-08, 5.78, 3.2, 1e-08, 102, non_zero_quality
252158401, 1.27, 7.29e-08, 7.04e-08, 6.05, 4.35, 1e-08, 102, non_zero_quality
253195201, 3.7, 1.5e-07, 8.99e-08, 3.75, 2.68, 1e-08, 102, non_zero_quality
253454401, 3.84, 1.4e-07, 7.79e-08, 4.09, 2.64, 1e-08, 102, non_zero_quality
255528001, 3.15, 1.36e-07, 8.08e-08, 4.35, 2.64, 1e-08, 102, non_zero_quality
257083201, 2.05, 1.04e-07, 9.28e-08, 3.45, 3.7, 1e-08, 102, non_zero_quality
258897601, 3.36, 1.44e-07, 8.42e-08, 4.78, 2.73, 1e-08, 102, non_zero_quality
259675201, 3.42, 1.2e-07, 6.88e-08, 4.97, 2.65, 1e-08, 102, non_zero_quality
263563201, 1.96, 1.15e-07, 1.05e-06, 6.58, 2.84, 1e-08, 102, non_zero_quality
266673601, 1.13, 7.52e-08, 7.47e-08, 3.45, 4.76, 1e-08, 102, non_zero_quality
269265601, 1.31, 7.32e-08, 6.67e-08, 3.8, 4.26, 1e-08, 102, non_zero_quality
271339201, 3.19, 1.34e-07, 8.08e-08, 5.58, 2.81, 1e-08, 102, non_zero_quality
282225601, 2.71, 1.69e-07, 1.07e-07, 4.98, 2.87, 1e-08, 102, non_zero_quality
287928001, 1.32, 9.96e-08, 9.05e-08, 3.87, 4.21, 1e-08, 102, non_zero_quality
288187201, 1.63, 1.32e-07, 1.18e-07, 3.68, 3.82, 1e-08, 102, non_zero_quality
288446401, 2.07, 1.32e-07, 2.78e-06, 3.67, 3.45, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
294148801, 6.01, 1.67e-07, 6e-07, 6.7, 1.12, 1e-08, 102, non_zero_quality
299592001, 6.65, 1.91e-07, 1.55e-07, 3.05, 2.35, 1e-08, 102, non_zero_quality
300110401, 2.98, 1.48e-07, 9.61e-08, 3.63, 2.97, 1e-08, 102, non_zero_quality
304257601, 2.54, 1.25e-07, 8.11e-08, 4.07, 3.06, 1e-08, 102, non_zero_quality
308404801, 3.88, 1.17e-07, 9.33e-07, 6.59, 2.48, 1e-08, 102, non_zero_quality
310996801, 1.03, 8.52e-08, 9.09e-08, 3.51, 4.83, 1e-08, 102, non_zero_quality
315662401, 3.67, 1.66e-07, 6.37e-07, 6.69, 1.2, 1e-08, 102, non_zero_quality
317217601, 4.2, 1.47e-07, 8.09e-08, 3.72, 2.57, 1e-08, 102, non_zero_quality
319809601, 2.83, 1.7e-07, 1.06e-07, 4.45, 2.87, 1e-08, 102, non_zero_quality
321105601, 11.81, 3.47e-09, 3.51e-09, 0.0, 0, 1e-08, 0, spectral_index_error_too_small
321364801, 1.41, 8.76e-08, 9.61e-07, 6.5, 3.42, 1e-08, 102, non_zero_quality
326030401, 1.43, 7.81e-08, 9.04e-07, 6.46, 3.61, 1e-08, 102, non_zero_quality
326808001, 6.87, 2.06e-07, 9.1e-08, 6.27, 1.97, 1e-08, 102, non_zero_quality
328104001, 3.19, 1.57e-07, 1.04e-07, 3.62, 2.88, 1e-08, 102, non_zero_quality
329659201, 1.67, 1.14e-07, 1.19e-06, 6.58, 3.25, 1e-08, 102, non_zero_quality
330696001, 1.76, 1.06e-07, 8.11e-08, 4.49, 3.56, 1e-08, 102, non_zero_quality
331992001, 2.07, 1.07e-07, 7.61e-08, 5.08, 3.34, 1e-08, 102, non_zero_quality
334065601, 2.3, 1.38e-07, 9.69e-08, 6.01, 3.18, 1e-08, 102, non_zero_quality
335361601, 2.35, 1.12e-07, 1.08e-07, 3.59, 3.54, 1e-08, 102, non_zero_quality
