timestamp, ts, flux, flux_error, photon_index, photon_index_interval, fit_tolerance, fit_convergence, reasons_for_removal
241704001, 1.16, 3.53e-08, 3.88e-08, 5.62, 8.9, 1e-08, 102, non_zero_quality
248356801, 4.83, 4.59e-08, 2.5e-08, 4.03, 5.42, 1e-08, 102, non_zero_quality
260452801, 1.49, 3.46e-08, 3.47e-08, 4.35, 8.48, 1e-08, 102, non_zero_quality
270129601, 1.11, 4.22e-08, 5.11e-08, 4.45, 9.1, 1e-08, 102, non_zero_quality
271339201, 3.94, 5.52e-08, 3.08e-08, 5.06, 5.18, 1e-08, 102, non_zero_quality
273153601, 3.49, 5.83e-08, 3.93e-08, 4.78, 5.38, 1e-08, 102, non_zero_quality
277992001, 1.77, 4.35e-08, 3.64e-08, 4.19, 8.08, 1e-08, 102, non_zero_quality
279806401, 1.72, 4.27e-08, 3.37e-08, 9.23, 7.51, 1e-08, 102, non_zero_quality
284040001, 3.44, 6.11e-08, 4.69e-08, 10.0, 0, 1e-08, 0, spectral_index_error_too_small
288273601, 6.41, 1.02e-07, 6.4e-08, 3.72, 5.03, 1e-08, 102, non_zero_quality
299160001, 6.94, 6.25e-08, 2.73e-08, 4.64, 4.24, 1e-08, 102, non_zero_quality
320932801, 4.06, 9.24e-08, 5.27e-08, 4.34, 5.39, 1e-08, 102, non_zero_quality
322747201, 1.4, 3.83e-08, 3.64e-08, 4.36, 8.73, 1e-08, 102, non_zero_quality
325771201, 3.14, 8.28e-08, 5.82e-08, 10.0, 0, 1e-08, 0, spectral_index_error_too_small
328190401, 2.59, 4.78e-08, 3.18e-08, 6.76, 5.99, 1e-08, 102, non_zero_quality
331819201, 11.02, 8.43e-08, 3.08e-08, 7.32, 3.17, 1e-08, 102, non_zero_quality
342100801, 2.57, 4.31e-08, 3.11e-08, 4.6, 6.48, 1e-08, 102, non_zero_quality
344520001, 10.49, 1.17e-07, 4.7e-08, 4.27, 3.7, 1e-08, 102, non_zero_quality
346334401, 1.13, 2.47e-08, 2.68e-08, 3.8, 9.89, 1e-08, 102, non_zero_quality
352987201, 3.75, 9.52e-08, 5.88e-08, 5.94, 5.55, 1e-08, 102, non_zero_quality
353592001, 2.32, 5.11e-08, 3.92e-08, 4.89, 7.07, 1e-08, 102, non_zero_quality
366292801, 5.74, 1.15e-07, 5.81e-08, 4.93, 4.44, 1e-08, 102, non_zero_quality
378993601, 1.4, 3.4e-08, 3.01e-08, 6.33, 8.02, 1e-08, 102, non_zero_quality
382622401, 3.68, 3.04e-08, 2.63e-07, 7.78, 2.73, 1e-08, 0, outlier_in_relative_flux
385646401, 1.78, 4.88e-08, 4.54e-08, 10.0, 0, 1e-08, 0, spectral_index_error_too_small
403185601, 2.96, 8.65e-08, 5.95e-08, 4.88, 6.03, 1e-08, 102, non_zero_quality
404395201, 1.98, 5.02e-08, 8.48e-07, 8.32, 5.33, 1e-08, 0, outlier_in_relative_flux
417096001, 2.24, 1e-07, 7.9e-08, 5.06, 7.09, 1e-08, 102, non_zero_quality
426772801, 6.66, 1.19e-07, 5.79e-08, 6.88, 4.42, 1e-08, 102, non_zero_quality
475156801, 2.75, 4.09e-08, 2.64e-08, 4.45, 6.48, 1e-08, 102, non_zero_quality
477576001, 2.56, 5.14e-08, 3.67e-08, 8.5, 6.37, 1e-08, 102, non_zero_quality
479390401, 3.76, 4.24e-08, 2.67e-08, 4.54, 5.53, 1e-08, 102, non_zero_quality
479995201, 6.17, 7.16e-08, 3.46e-08, 5.01, 4.42, 1e-08, 102, non_zero_quality
483624001, 1.39, 3.01e-08, 2.78e-08, 8.65, 8.15, 1e-08, 102, non_zero_quality
489672001, 1.03, 3.81e-08, 1.12e-06, 5.55, 9.54, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
490881601, 3.84, 9.53e-08, 5.87e-08, 4.42, 5.64, 1e-08, 102, non_zero_quality
492696001, 4.52, 4.03e-08, 1.62e-06, 9.21, 12.6, 1e-08, 0, outlier_in_relative_flux
494510401, 1.56, 6.24e-08, 6.05e-08, 4.66, 8.14, 1e-08, 102, non_zero_quality
496929601, 1.01, 2.35e-08, 2.59e-08, 5.11, 9.74, 1e-08, 102, non_zero_quality
510235201, 4.19, 4.94e-08, 3.07e-08, 6.17, 5.1, 1e-08, 102, non_zero_quality
511444801, 1.01, 2.67e-08, 2.91e-08, 4.02, 10, 1e-08, 102, non_zero_quality
512654401, 1.07, 3.94e-08, 5.16e-07, 9.94, 8.27, 1e-08, 102, non_zero_quality
532612801, 1.48, 3.69e-08, 3.15e-08, 5.05, 8.53, 1e-08, 102, non_zero_quality
542289601, 5.67, 4.26e-08, 1.21e-07, 9.99, 1.8, 1e-08, 1, non_zero_quality
545918401, 2.97, 5.32e-08, 3.55e-08, 5.1, 6, 1e-08, 102, non_zero_quality
551361601, 1.44, 7.95e-08, 8.87e-08, 6.03, 9.29, 1e-08, 102, non_zero_quality
551966401, 2.51, 1.74e-08, 1.46e-07, 9.44, 5.33, 1e-08, 102, non_zero_quality
561038401, 3.37, 2.44e-08, 1.74e-07, 9.65, 4.51, 1e-08, 102, non_zero_quality
585835201, 1.13, 3.15e-08, 3.26e-08, 4.39, 10, 1e-08, 102, non_zero_quality
588254401, 2.98, 3.89e-08, 2.59e-08, 4.49, 6.14, 1e-08, 102, non_zero_quality
590068801, 1.14, 3.64e-08, 1.13e-06, 9.43, 9.67, 1e-08, 0, outlier_in_relative_flux
