timestamp, ts, flux, flux_error, photon_index, photon_index_interval, fit_tolerance, fit_convergence, reasons_for_removal
287539201, 9.42, 4.51e-08, 4.11e-08, 3.05, 2.74, 1e-08, 102, non_zero_quality
365299201, 3.83, 3.78e-08, 2e-08, 3.61, 3.25, 1e-08, 102, non_zero_quality
367891201, 1.03, 1.83e-08, 1.64e-08, 3.52, 5.98, 1e-08, 102, non_zero_quality
370483201, 3.38, 3.51e-08, 2.51e-08, 3.39, 3.69, 1e-08, 102, non_zero_quality
386035201, 2.28, 2.69e-08, 1.64e-08, 4.22, 3.93, 1e-08, 102, non_zero_quality
398995201, 1.0, NaN, NaN, NaN, NaN, 1e-08, 0, missing_flux||missing_flux_error
456019201, 4.0, 3.18e-08, 1.58e-08, 6.34, 2.94, 1e-08, 102, non_zero_quality
564883201, 2.14, 2.46e-08, 1.56e-08, 4.61, 4.02, 1e-08, 102, non_zero_quality
665971201, 1.51, 2.36e-08, 2.25e-07, 6.97, 3.82, 1e-08, 102, non_zero_quality
717811201, 1.68, 2.27e-08, 2.21e-08, 3.34, 5.22, 1e-08, 102, non_zero_quality
722995201, 3.44, 2.38e-08, 1.23e-08, 4.64, 3.16, 1e-08, 102, non_zero_quality
728179201, 2.04, 2.06e-08, 4.44e-07, 8.31, 4.25, 1e-08, 102, non_zero_quality||outlier_in_relative_flux
735955201, 4.56, 2.66e-08, 1.79e-08, 3.05, 3.45, 1e-08, 102, non_zero_quality
